Player,Nation,Pos,Squad,Age,Born,90s,Tkl_attempted,TklW,Tkl_Def,Tkl_Mid,Tkl_Att,Drib_Tkl,Drib_chal,Drib_Tkl%,Chal_Lost,Blocks,Shots_blocked,Pass_blocked,Interceptions,Tkl+Int,Clr,Err_shot,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Randall Leal,cr CRC,MF,D.C. United,28-111,1997,0.5,3,3,1,0,2,3,4,75.0,1,0,0,0,0,3,1,0,Matches
Tim Leibold,de GER,DF,Sporting KC,31-156,1993,1.9,4,3,1,3,0,2,3,66.7,1,3,0,3,3,7,3,0,Matches
Brooks Lennon,us USA,DF,Atlanta Utd,27-225,1997,7.7,7,4,4,2,1,1,7,14.3,6,9,0,9,7,14,19,0,Matches
Tucker Lepley,us USA,MF,LA Galaxy,23-108,2002,3.8,3,0,0,2,1,2,5,40.0,3,3,0,3,2,5,7,0,Matches
Beau Leroux,us USA,MF,SJ Earthquakes,21-247,2003,8.7,22,10,8,12,2,14,17,82.4,3,10,1,9,17,39,25,0,Matches
Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-000,2003,2.9,3,1,0,2,1,2,3,66.7,1,2,0,2,4,7,3,0,Matches
Nick Lima,us USA,DF,SJ Earthquakes,30-169,1994,1.9,4,3,2,1,1,4,5,80.0,1,4,2,2,1,5,4,0,Matches
Ondřej Lingr,cz CZE,"MF,FW",Houston Dynamo,26-210,1998,1.9,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,3,0,Matches
Sebastian Lletget,us USA,MF,FC Dallas,32-244,1992,6.2,8,3,5,1,2,2,2,100.0,0,8,4,4,5,13,9,0,Matches
Hugo Lloris,fr FRA,GK,LAFC,38-130,1986,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,30-138,1994,8.5,8,4,4,2,2,2,9,22.2,7,4,0,4,5,13,3,1,Matches
Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-018,1993,8.4,15,11,10,3,2,7,14,50.0,7,13,2,11,6,21,9,0,Matches
Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-045,1989,4.3,4,4,2,1,1,3,10,30.0,7,6,1,5,1,5,2,0,Matches
Jasper Löffelsend,de GER,DF,San Diego FC,27-237,1997,6.3,19,12,10,7,2,10,19,52.6,9,5,0,5,7,26,13,0,Matches
Aaron Long,us USA,DF,LAFC,32-205,1992,8.3,11,8,9,2,0,5,9,55.6,4,16,5,11,1,12,54,0,Matches
Kevin Long,ie IRL,DF,Toronto FC,34-260,1990,7.5,11,6,10,1,0,5,8,62.5,3,4,2,2,6,17,47,0,Matches
Matthew Longstaff,eng ENG,MF,Toronto FC,25-045,2000,3.9,10,7,6,2,2,5,8,62.5,3,5,0,5,5,15,2,0,Matches
Hernán López Muñoz,ar ARG,MF,SJ Earthquakes,24-240,2000,1.3,1,1,1,0,0,0,2,0.0,2,1,0,1,1,2,1,0,Matches
Victor Loturi,ca CAN,MF,CF Montréal,23-349,2001,6.6,12,7,5,5,2,5,7,71.4,2,4,3,1,5,17,12,0,Matches
Daniel Lovitz,us USA,DF,Nashville SC,33-251,1991,11.0,28,19,17,8,3,12,19,63.2,7,11,2,9,12,40,30,0,Matches
Eduard Löwen,de GER,MF,St. Louis,28-097,1997,4.1,13,7,6,6,1,7,13,53.8,6,4,1,3,6,19,4,0,Matches
Hirving Lozano,mx MEX,FW,San Diego FC,29-279,1995,6.1,10,4,4,2,4,1,3,33.3,2,6,0,6,2,12,0,0,Matches
Gonzalo Luján,ar ARG,DF,Inter Miami,24-008,2001,8.4,17,13,11,5,1,11,13,84.6,2,9,3,6,8,25,34,0,Matches
Jovan Lukić,rs SRB,MF,Philadelphia Union,23-105,2002,9.1,24,15,7,14,3,14,30,46.7,16,14,2,12,17,41,14,1,Matches
Diego Luna,us USA,"MF,FW",Real Salt Lake,21-240,2003,9.3,10,7,2,4,4,3,13,23.1,10,7,1,6,4,14,2,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Benjamin Lundt,de GER,GK,St. Louis,29-223,1995,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-051,2007,0.7,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,Matches
Lukas MacNaughton,ca CAN,DF,D.C. United,30-058,1995,4.5,3,1,2,1,0,0,0,,0,4,4,0,8,11,24,0,Matches
Jack Maher,us USA,DF,Nashville SC,25-189,1999,11.0,7,5,4,2,1,2,5,40.0,3,7,4,3,6,13,49,0,Matches
Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-005,2004,6.4,14,11,7,7,0,12,16,75.0,4,12,6,6,15,29,55,1,Matches
Adilson Malanda,fr FRA,DF,Charlotte,23-188,2001,11.0,8,6,7,1,0,3,3,100.0,0,21,18,3,6,14,69,0,Matches
AJ Marcucci,us USA,GK,NY Red Bulls,25-278,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Dominik Marczuk,pl POL,FW,Real Salt Lake,21-185,2003,5.3,5,4,3,2,0,4,7,57.1,3,3,0,3,4,9,3,0,Matches
Anthony Markanich,ph PHI,DF,Minnesota Utd,25-130,1999,5.1,15,9,8,5,2,9,15,60.0,6,16,6,10,10,25,21,0,Matches
Idan Markovich,il ISR,"FW,MF",Charlotte,20-269,2004,2.8,4,2,0,3,1,2,3,66.7,1,1,0,1,0,4,4,0,Matches
Marlon,br BRA,DF,LAFC,29-240,1995,4.8,4,3,4,0,0,3,6,50.0,3,6,5,1,7,11,28,0,Matches
Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,20-323,2004,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,20-323,2004,2.6,3,3,1,2,0,1,3,33.3,2,3,2,1,2,5,5,0,Matches
Alonso Martínez,cr CRC,FW,NYCFC,26-202,1998,9.7,5,0,3,1,1,1,5,20.0,4,3,0,3,1,6,3,0,Matches
David Martínez,ve VEN,FW,LAFC,19-087,2006,5.9,11,8,6,4,1,8,11,72.7,3,3,0,3,1,12,3,1,Matches
Josef Martínez,ve VEN,FW,SJ Earthquakes,31-351,1993,7.1,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,Matches
Thiago Martins,br BRA,DF,NYCFC,30-049,1995,9.2,13,10,10,2,1,4,5,80.0,1,15,11,4,8,21,65,2,Matches
Jimmy Maurer,us USA,GK,Houston Dynamo,36-203,1988,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-043,1989,10.7,14,12,1,8,5,4,7,57.1,3,7,1,6,0,14,7,0,Matches
Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-048,1994,9.0,6,2,1,5,0,2,3,66.7,1,11,9,2,9,15,55,0,Matches
Olivier Mbaizo,cm CMR,DF,Philadelphia Union,27-263,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kenji Mboma Dem,fr FRA,DF,FC Cincinnati,23-103,2002,0.1,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
John McCarthy,us USA,GK,LA Galaxy,32-305,1992,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
Jack McGlynn,us USA,"MF,FW",Houston Dynamo,21-302,2003,9.8,17,12,4,10,3,9,14,64.3,5,5,0,5,6,23,7,2,Matches
Zac McGraw,ca CAN,DF,Portland Timbers,27-331,1997,2.7,6,4,4,2,0,2,2,100.0,0,6,2,4,4,10,14,1,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Duncan McGuire,us USA,FW,Orlando City,24-089,2001,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
Paddy McNair,nir NIR,DF,San Diego FC,30-008,1995,9.6,10,3,8,2,0,6,9,66.7,3,7,3,4,6,16,32,2,Matches
Christopher McVey,se SWE,DF,San Diego FC,28-023,1997,11.0,20,13,17,3,0,15,21,71.4,6,9,6,3,12,32,33,2,Matches
Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,21-211,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Lionel Messi,ar ARG,"FW,MF",Inter Miami,37-315,1987,6.4,5,3,2,1,2,2,4,50.0,2,3,0,3,0,5,1,1,Matches
Wyatt Meyer,us USA,MF,Nashville SC,24-114,2001,1.6,1,1,1,0,0,0,0,,0,0,0,0,3,4,3,0,Matches
Matt Miazga,us USA,DF,FC Cincinnati,29-290,1995,2.0,3,2,2,1,0,3,3,100.0,0,2,1,1,2,5,11,0,Matches
Novak Mićović,rs SRB,GK,LA Galaxy,23-192,2001,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Alex Mighten,eng ENG,"FW,MF",San Diego FC,23-024,2002,3.0,3,2,0,2,1,1,3,33.3,2,0,0,0,0,3,0,0,Matches
Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,26-176,1998,10.8,4,2,0,3,1,2,6,33.3,4,7,0,7,5,9,7,1,Matches
Eric Miller,us USA,DF,Portland Timbers,32-110,1993,3.2,4,1,2,1,1,1,5,20.0,4,3,1,2,2,6,16,0,Matches
Harbor Miller,us USA,DF,LA Galaxy,17-318,2007,2.7,1,1,1,0,0,0,3,0.0,3,8,2,6,1,2,9,0,Matches
Jansen Miller,us USA,DF,Sporting KC,23-084,2002,7.5,15,11,7,7,1,10,13,76.9,3,12,9,3,7,22,55,1,Matches
Kamal Miller,ca CAN,DF,Portland Timbers,27-354,1997,8.1,3,1,2,1,0,2,5,40.0,3,7,5,2,12,15,37,1,Matches
Peyton Miller,us USA,"DF,FW",NE Revolution,17-355,2007,4.8,9,6,6,2,1,5,9,55.6,4,10,2,8,8,17,14,0,Matches
Georgi Minoungou,ci CIV,"FW,MF",Seattle Sounders,22-284,2002,3.8,7,4,1,2,4,2,3,66.7,1,3,0,3,2,9,2,0,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,29-200,1995,10.1,12,8,2,7,3,4,11,36.4,7,1,0,1,8,20,11,1,Matches
Zane Monlouis,eng ENG,DF,Toronto FC,21-201,2003,3.2,2,0,1,1,0,1,1,100.0,0,2,1,1,3,5,16,0,Matches
Shaq Moore,us USA,DF,FC Dallas,28-184,1996,11.0,20,16,15,2,3,10,16,62.5,6,9,4,5,6,26,46,0,Matches
Felipe Mora,cl CHI,FW,Portland Timbers,31-276,1993,6.7,2,0,0,1,1,1,1,100.0,0,1,1,0,2,4,7,0,Matches
Alfredo Morales,us USA,MF,St. Louis,34-358,1990,5.8,11,2,4,7,0,5,11,45.5,6,8,2,6,7,18,11,0,Matches
Santi Morales,us USA,"MF,FW",Inter Miami,18-085,2007,0.2,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,Matches
Maximiliano Moralez,ar ARG,MF,NYCFC,38-067,1987,10.2,15,11,4,9,2,7,18,38.9,11,6,0,6,4,19,2,0,Matches
Steven Moreira,cv CPV,DF,Columbus Crew,30-265,1994,7.2,6,5,1,2,3,1,9,11.1,8,7,3,4,8,14,14,0,Matches
Santiago Moreno,co COL,FW,Portland Timbers,25-014,2000,7.9,13,7,7,6,0,6,19,31.6,13,16,0,16,4,17,3,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,28-217,1996,1.0,1,1,0,1,0,0,1,0.0,1,6,0,6,0,1,0,0,Matches
Jordan Morris,us USA,FW,Seattle Sounders,30-191,1994,3.2,3,1,1,1,1,1,2,50.0,1,1,0,1,1,4,1,0,Matches
Edwin Mosquera,co COL,FW,Atlanta Utd,23-312,2001,1.1,2,2,1,1,0,0,2,0.0,2,0,0,0,0,2,0,0,Matches
Cole Mrowka,us USA,MF,Columbus Crew,19-029,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-045,1995,10.8,6,3,2,3,1,2,12,16.7,10,4,0,4,2,8,4,0,Matches
Daniel Munie,us USA,DF,SJ Earthquakes,25-084,2000,3.4,8,5,5,3,0,2,3,66.7,1,6,2,4,0,8,21,1,Matches
Luis Muriel,co COL,"FW,MF",Orlando City,34-019,1991,9.0,9,7,3,3,3,5,6,83.3,1,3,1,2,2,11,12,1,Matches
Ian Murphy,us USA,DF,Colorado Rapids,25-109,2000,5.1,6,4,5,1,0,4,7,57.1,3,3,3,0,5,11,17,0,Matches
Jacob Murrell,us USA,"FW,MF",D.C. United,21-037,2004,3.7,5,3,3,1,1,4,5,80.0,1,3,0,3,1,6,6,0,Matches
Petar Musa,hr CRO,FW,FC Dallas,27-062,1998,7.5,5,3,2,3,0,3,7,42.9,4,4,2,2,1,6,10,0,Matches
Daniel Musovski,us USA,FW,Seattle Sounders,29-156,1995,4.7,4,4,0,3,1,0,2,0.0,2,1,1,0,0,4,2,0,Matches
Alex Muyl,us USA,"MF,FW",Nashville SC,29-217,1995,9.2,9,6,2,6,1,5,23,21.7,18,12,1,11,9,18,4,0,Matches
Tristan Muyumba,,MF,Atlanta Utd,28-059,1997,4.7,16,9,7,9,0,7,9,77.8,2,9,1,8,7,23,9,1,Matches
Darlington Nagbe,us USA,MF,Columbus Crew,34-290,1990,9.7,8,5,2,5,1,2,6,33.3,4,4,0,4,5,13,9,0,Matches
Andy Najar,hn HON,DF,Nashville SC,32-050,1993,9.1,18,8,5,9,4,10,17,58.8,7,11,2,9,16,34,22,2,Matches
Matheus Nascimento,br BRA,"FW,MF",LA Galaxy,21-063,2004,1.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,Matches
Rafael Navarro,br BRA,FW,Colorado Rapids,25-021,2000,11.0,16,13,5,9,2,1,11,9.1,10,12,2,10,7,23,6,0,Matches
Logan Ndenbe,be BEL,DF,Sporting KC,25-085,2000,9.1,27,20,15,11,1,16,22,72.7,6,9,2,7,11,38,20,0,Matches
Jalen Neal,us USA,DF,CF Montréal,21-254,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Dylan Nealis,us USA,DF,NY Red Bulls,26-279,1998,6.7,13,11,9,4,0,11,18,61.1,7,4,2,2,3,16,17,0,Matches
Sean Nealis,us USA,DF,NY Red Bulls,28-112,1997,8.0,10,6,7,3,0,8,12,66.7,4,3,3,0,10,20,62,0,Matches
Franco Negri,ar ARG,DF,San Diego FC,30-074,1995,4.5,6,4,2,3,1,2,2,100.0,0,6,2,4,5,11,7,1,Matches
Jayden Nelson,ca CAN,FW,Vancouver W'caps,22-221,2002,4.4,7,6,3,2,2,4,8,50.0,4,4,0,4,2,9,2,0,Matches
John Nelson,us USA,DF,LA Galaxy,26-298,1998,6.3,10,6,5,5,0,7,9,77.8,2,7,4,3,2,12,26,0,Matches
Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,25-166,1999,6.7,12,7,5,5,2,6,9,66.7,3,12,4,8,3,15,4,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Serge Ngoma,us USA,"FW,DF",NY Red Bulls,19-300,2005,2.9,3,1,1,2,0,1,3,33.3,2,2,0,2,1,4,3,0,Matches
Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-088,1994,1.5,5,1,3,2,0,3,6,50.0,3,3,2,1,3,8,7,0,Matches
Nolan Norris,us USA,DF,FC Dallas,20-077,2005,4.3,11,9,5,6,0,9,13,69.2,4,7,2,5,5,16,24,0,Matches
Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-085,1998,2.1,7,5,3,4,0,3,6,50.0,3,1,0,1,2,9,2,0,Matches
Obinna Nwobodo,ng NGA,MF,FC Cincinnati,28-157,1996,4.9,14,10,6,7,1,4,14,28.6,10,5,2,3,8,22,8,0,Matches
Kevin O'Toole,us USA,DF,NYCFC,26-142,1998,8.2,19,12,5,12,2,12,24,50.0,12,19,6,13,16,35,35,1,Matches
Allen Obando,ec ECU,FW,Inter Miami,18-326,2006,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0,Matches
Jáder Obrian,co COL,"MF,FW",Austin,29-352,1995,4.3,5,4,3,2,0,1,7,14.3,6,2,0,2,1,6,2,0,Matches
Édier Ocampo,co COL,DF,Vancouver W'caps,21-214,2003,6.6,17,12,12,3,2,11,14,78.6,3,15,3,12,6,23,22,0,Matches
Agustin Ojeda,ar ARG,FW,NYCFC,20-320,2004,4.7,10,7,3,6,1,6,10,60.0,4,4,1,3,4,14,4,0,Matches
Braian Ojeda,py PAR,MF,Real Salt Lake,24-312,2000,9.8,18,11,9,6,3,6,12,50.0,6,6,1,5,9,27,19,2,Matches
Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-159,1998,8.9,8,4,2,5,1,2,9,22.2,7,3,0,3,3,11,1,0,Matches
Tani Oluwaseyi,ca CAN,FW,Minnesota Utd,24-355,2000,9.1,13,8,4,2,7,3,7,42.9,4,10,4,6,3,16,12,0,Matches
Wyatt Omsberg,us USA,DF,NE Revolution,29-226,1995,0.4,2,1,1,1,0,0,0,,0,0,0,0,0,2,4,0,Matches
Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,23-296,2001,1.6,3,3,0,1,2,1,1,100.0,0,1,0,1,0,3,2,0,Matches
Nathan Ordaz,sv SLV,FW,LAFC,21-113,2004,6.1,3,1,0,2,1,2,6,33.3,4,11,1,10,2,5,5,0,Matches
Sergio Oregel,us USA,MF,Chicago Fire,19-354,2005,9.2,8,2,4,2,2,7,15,46.7,8,9,2,7,10,18,5,3,Matches
Luca Orellano,ar ARG,"FW,MF",FC Cincinnati,25-044,2000,7.9,5,2,3,2,0,5,7,71.4,2,4,0,4,0,5,5,1,Matches
Prince Osei Owusu,de GER,FW,CF Montréal,28-118,1997,10.3,8,6,2,4,2,3,5,60.0,2,5,2,3,2,10,14,0,Matches
Harold Osorio,sv SLV,MF,Chicago Fire,21-258,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jonathan Osorio,ca CAN,MF,Toronto FC,32-327,1992,9.0,21,8,4,12,5,10,18,55.6,8,4,1,3,6,27,13,0,Matches
Tomáš Ostrák,cz CZE,"MF,DF",St. Louis,25-089,2000,2.4,8,3,6,0,2,5,9,55.6,4,5,1,4,1,9,3,0,Matches
Javier Otero,ve VEN,GK,Orlando City,22-168,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Devin Padelford,us USA,DF,Minnesota Utd,22-122,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Maarten Paes,id IDN,GK,FC Dallas,26-356,1998,10.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,3,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Joseph Paintsil,gh GHA,FW,LA Galaxy,27-093,1998,4.8,3,1,1,2,0,1,1,100.0,0,3,0,3,1,4,1,0,Matches
Nelson Palacio,co COL,MF,Real Salt Lake,23-323,2001,2.2,4,2,2,1,1,2,7,28.6,5,1,1,0,6,10,2,0,Matches
Jeison Palacios,co COL,DF,Nashville SC,31-046,1994,4.0,10,5,6,4,0,6,9,66.7,3,3,2,1,4,14,22,0,Matches
Sergi Palencia,es ESP,"DF,MF",LAFC,29-043,1996,9.3,31,23,11,15,5,16,25,64.0,9,13,2,11,13,44,25,1,Matches
James Pantemis,ca CAN,GK,Portland Timbers,28-073,1997,9.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,7,0,Matches
Cristhian Paredes,py PAR,MF,Portland Timbers,26-352,1998,1.3,7,3,2,5,0,5,8,62.5,3,3,3,0,5,12,3,0,Matches
Isaiah Parente,us USA,MF,LA Galaxy,25-050,2000,5.9,11,9,5,5,1,4,13,30.8,9,5,3,2,2,13,3,0,Matches
Tim Parker,us USA,DF,NY Red Bulls,32-071,1993,2.6,3,3,2,1,0,3,5,60.0,2,0,0,0,1,4,19,0,Matches
Keaton Parks,us USA,MF,NYCFC,27-272,1997,9.1,20,10,8,9,3,15,20,75.0,5,12,4,8,11,31,28,0,Matches
Marco Pašalić,hr CRO,"FW,MF",Orlando City,24-233,2000,9.4,13,9,5,6,2,5,17,29.4,12,15,0,15,6,19,11,0,Matches
João Paulo Mior,br BRA,MF,Seattle Sounders,34-058,1991,2.5,6,5,1,5,0,2,4,50.0,2,5,1,4,4,10,2,0,Matches
Tom Pearce,eng ENG,"MF,DF",CF Montréal,27-023,1998,3.5,5,1,2,3,0,2,4,50.0,2,4,0,4,1,6,15,0,Matches
Pedrinho,br BRA,"MF,FW",FC Dallas,22-017,2003,3.5,10,9,4,4,2,3,10,30.0,7,4,1,3,2,12,3,0,Matches
Peglow,br BRA,"FW,MF",D.C. United,23-118,2002,6.1,16,11,3,11,2,7,17,41.2,10,7,0,7,1,17,3,0,Matches
Amahl Pellegrino,no NOR,"MF,FW",SJ Earthquakes,34-321,1990,2.8,5,3,3,2,0,2,4,50.0,2,1,0,1,5,10,0,1,Matches
Matti Peltola,fi FIN,"MF,DF",D.C. United,22-306,2002,3.6,11,7,5,4,2,8,9,88.9,1,4,1,3,4,15,4,0,Matches
Andrés Perea,us USA,MF,NYCFC,24-172,2000,1.5,2,2,0,2,0,1,4,25.0,3,2,0,2,1,3,2,0,Matches
Daniel Pereira,ve VEN,MF,Austin,24-295,2000,8.4,14,9,9,3,2,5,11,45.5,6,13,5,8,9,23,8,2,Matches
Joaquín Pereyra,ar ARG,MF,Minnesota Utd,26-155,1998,8.9,27,13,12,9,6,17,29,58.6,12,12,1,11,10,37,7,0,Matches
Jonathan Perez,mx MEX,"FW,MF",Nashville SC,22-107,2003,1.8,2,2,0,1,1,1,1,100.0,0,4,1,3,0,2,1,0,Matches
Luca Petrasso,ca CAN,DF,CF Montréal,24-323,2000,10.3,14,9,5,7,2,5,13,38.5,8,9,1,8,7,21,31,1,Matches
Raoul Petretta,it ITA,DF,Toronto FC,28-042,1997,6.9,22,17,13,8,1,13,24,54.2,11,12,3,9,5,27,30,0,Matches
Fafà Picault,ht HAI,"FW,MF",Inter Miami,34-071,1991,3.6,9,8,2,6,1,3,4,75.0,1,1,0,1,0,9,6,0,Matches
Samuel Piette,ca CAN,MF,CF Montréal,30-174,1994,6.3,13,9,2,9,2,6,15,40.0,9,4,0,4,15,28,15,0,Matches
Ian Pilcher,us USA,DF,San Diego FC,22-045,2003,1.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Mauricio Pineda,us USA,MF,Chicago Fire,27-200,1997,7.3,16,7,12,3,1,10,16,62.5,6,9,1,8,8,24,13,1,Matches
Ariath Piol,au AUS,FW,Real Salt Lake,20-206,2004,5.6,0,0,0,0,0,0,0,,0,4,0,4,1,1,3,0,Matches
Gabriel Pirani,br BRA,"MF,FW",D.C. United,23-023,2002,6.9,3,2,1,1,1,2,6,33.3,4,0,0,0,3,6,1,0,Matches
Matt Polster,us USA,MF,NE Revolution,31-331,1993,6.8,16,5,4,9,3,6,11,54.5,5,7,2,5,10,26,14,0,Matches
Célio Pompeu,br BRA,"MF,FW",St. Louis,25-146,1999,3.6,4,3,2,1,1,1,3,33.3,2,1,0,1,1,5,5,0,Matches
Ezequiel Ponce,ar ARG,FW,Houston Dynamo,28-037,1997,10.9,4,4,2,2,0,1,6,16.7,5,1,0,1,2,6,5,0,Matches
Alvas Powell,jm JAM,DF,FC Cincinnati,30-291,1994,2.7,10,5,7,1,2,6,10,60.0,4,4,0,4,2,12,16,0,Matches
Ralph Priso-Mbongue,ca CAN,MF,Vancouver W'caps,22-276,2002,3.7,11,7,4,5,2,5,10,50.0,5,1,1,0,5,16,8,1,Matches
Andrew Privett,us USA,DF,Charlotte,24-276,2000,9.0,11,7,8,2,1,6,10,60.0,4,11,5,6,8,19,48,2,Matches
John Pulskamp,us USA,GK,Sporting KC,24-016,2001,11.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,9,1,Matches
Ahmed Qasem,se SWE,"MF,FW",Nashville SC,21-297,2003,5.6,6,5,2,4,0,3,5,60.0,2,6,3,3,5,11,3,0,Matches
Philip Quinton,us USA,DF,Real Salt Lake,25-170,1999,6.0,3,3,1,2,0,1,5,20.0,4,11,8,3,5,8,39,0,Matches
Nemanja Radoja,rs SRB,MF,Sporting KC,32-088,1993,7.2,19,14,8,9,2,9,13,69.2,4,8,2,6,10,29,11,0,Matches
Jeremy Rafanello,us USA,MF,Philadelphia Union,25-021,2000,0.3,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0,Matches
Jackson Ragen,us USA,DF,Seattle Sounders,26-223,1998,6.7,8,6,5,1,2,6,6,100.0,0,14,5,9,3,11,18,1,Matches
Brooklyn Raines,us USA,MF,Houston Dynamo,20-055,2005,3.7,7,6,2,4,1,7,10,70.0,3,3,1,2,4,11,2,0,Matches
Christian Ramirez,us USA,FW,LA Galaxy,34-031,1991,6.6,4,2,0,2,2,2,4,50.0,2,3,0,3,2,6,6,0,Matches
Rubén Ramos,us USA,MF,LA Galaxy,18-103,2007,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Tim Ream,us USA,DF,Charlotte,37-212,1987,9.3,18,10,10,6,2,11,22,50.0,11,12,6,6,11,29,31,0,Matches
Federico Redondo,ar ARG,MF,Inter Miami,22-107,2003,4.1,5,3,2,1,2,4,7,57.1,3,2,1,1,6,11,7,0,Matches
Seymour Reid,jm JAM,FW,NYCFC,17-062,2008,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
William Reilly,us USA,MF,Atlanta Utd,22-153,2002,1.0,3,2,1,2,0,3,5,60.0,2,4,3,1,4,7,2,0,Matches
Marco Reus,de GER,"MF,FW",LA Galaxy,35-339,1989,3.6,5,3,1,2,2,2,2,100.0,0,1,1,0,0,5,3,0,Matches
Andrés Reyes,co COL,DF,San Diego FC,25-239,1999,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
Justin Reynolds,us USA,DF,Chicago Fire,20-274,2004,1.2,1,1,1,0,0,1,1,100.0,0,3,1,2,1,2,4,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
