,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
481,464,Marco Pašalić,hr CRO,"FW,MF",Orlando City,24-221,2000,7.6,22,2.90,18,0,1,2,1,0,3,0.40,1,0,0,1,1,0,Matches
482,465,João Paulo Mior,br BRA,MF,Seattle Sounders,34-046,1991,2.5,9,3.62,8,1,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
483,466,Tom Pearce,eng ENG,"MF,DF",CF Montréal,27-011,1998,2.2,8,3.56,4,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
484,467,Pedrinho,br BRA,"FW,MF",FC Dallas,22-005,2003,2.5,7,2.81,3,2,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
485,468,Peglow,br BRA,"FW,MF",D.C. United,23-106,2002,6.1,20,3.30,11,5,3,0,1,0,4,0.66,1,0,2,0,1,0,Matches
486,469,Amahl Pellegrino,no NOR,"FW,MF",SJ Earthquakes,34-309,1990,2.1,11,5.29,10,0,0,1,0,0,2,0.96,2,0,0,0,0,0,Matches
487,470,Matti Peltola,fi FIN,MF,D.C. United,22-294,2002,2.6,6,2.32,5,0,0,0,1,0,1,0.39,1,0,0,0,0,0,Matches
488,471,Andrés Perea,us USA,MF,NYCFC,24-160,2000,0.8,3,3.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
489,472,Daniel Pereira,ve VEN,MF,Austin,24-283,2000,8.1,25,3.09,19,1,2,0,1,2,2,0.25,1,0,1,0,0,0,Matches
490,473,Joaquín Pereyra,ar ARG,MF,Minnesota Utd,26-143,1998,7.1,37,5.19,21,8,3,4,1,0,4,0.56,2,1,0,1,0,0,Matches
491,474,Jonathan Perez,mx MEX,"FW,MF",Nashville SC,22-095,2003,1.3,4,3.08,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
492,475,Luca Petrasso,ca CAN,DF,CF Montréal,24-311,2000,8.9,18,2.02,17,0,1,0,0,0,1,0.11,1,0,0,0,0,0,Matches
493,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
494,476,Raoul Petretta,it ITA,DF,Toronto FC,28-030,1997,4.9,5,1.01,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
495,477,Fafà Picault,ht HAI,"FW,MF",Inter Miami,34-059,1991,1.8,3,1.67,3,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches
496,478,Samuel Piette,ca CAN,MF,CF Montréal,30-162,1994,4.8,4,0.83,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
497,479,Ian Pilcher,us USA,DF,San Diego FC,22-033,2003,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
498,480,Mauricio Pineda,us USA,MF,Chicago Fire,27-188,1997,5.9,10,1.69,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
499,481,Ariath Piol,au AUS,FW,Real Salt Lake,20-194,2004,4.3,7,1.61,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
500,482,Gabriel Pirani,br BRA,"MF,FW",D.C. United,23-011,2002,6.7,17,2.55,16,0,0,1,0,0,2,0.30,2,0,0,0,0,0,Matches
501,483,Matt Polster,us USA,MF,NE Revolution,31-319,1993,4.8,9,1.86,6,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
502,484,Célio Pompeu,br BRA,"MF,FW",St. Louis,25-134,1999,3.1,11,3.56,7,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
503,485,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,28-025,1997,8.9,11,1.24,6,0,0,4,1,0,1,0.11,0,0,0,1,0,0,Matches
504,486,Alvas Powell,jm JAM,DF,FC Cincinnati,30-279,1994,2.6,7,2.66,4,1,0,1,1,0,1,0.38,1,0,0,0,0,0,Matches
505,487,Ralph Priso-Mbongue,ca CAN,MF,Vancouver W'caps,22-264,2002,2.5,6,2.35,6,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
506,488,Andrew Privett,us USA,DF,Charlotte,24-264,2000,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
507,489,John Pulskamp,us USA,GK,Sporting KC,24-004,2001,9.0,1,0.11,0,1,0,0,0,0,1,0.11,0,1,0,0,0,0,Matches
508,490,Ahmed Qasem,se SWE,"MF,FW",Nashville SC,21-285,2003,5.2,15,2.87,11,0,0,3,1,0,1,0.19,1,0,0,0,0,0,Matches
509,491,Philip Quinton,us USA,DF,Real Salt Lake,25-158,1999,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,492,Nemanja Radoja,rs SRB,MF,Sporting KC,32-076,1993,5.5,8,1.46,7,0,0,1,0,0,2,0.37,2,0,0,0,0,0,Matches
511,493,Jeremy Rafanello,us USA,MF,Philadelphia Union,25-009,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
512,494,Jackson Ragen,us USA,DF,Seattle Sounders,26-211,1998,6.7,5,0.74,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
513,495,Brooklyn Raines,us USA,MF,Houston Dynamo,20-043,2005,1.9,2,1.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
514,496,Christian Ramirez,us USA,FW,LA Galaxy,34-019,1991,4.9,8,1.63,7,0,0,0,1,0,1,0.20,0,0,0,0,1,0,Matches
515,497,Rubén Ramos,us USA,MF,LA Galaxy,18-091,2007,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,498,Tim Ream,us USA,DF,Charlotte,37-200,1987,7.3,5,0.68,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
517,499,Federico Redondo,ar ARG,MF,Inter Miami,22-095,2003,3.6,6,1.65,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
518,500,Seymour Reid,jm JAM,FW,NYCFC,17-050,2008,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
519,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
520,501,William Reilly,us USA,MF,Atlanta Utd,22-141,2002,1.0,6,5.93,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
521,502,Marco Reus,de GER,"MF,FW",LA Galaxy,35-327,1989,2.2,16,7.13,12,0,0,1,1,2,0,0.00,0,0,0,0,0,0,Matches
522,503,Andrés Reyes,co COL,DF,San Diego FC,25-227,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
523,504,Justin Reynolds,us USA,DF,Chicago Fire,20-262,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
524,505,Andrew Rick,us USA,GK,Philadelphia Union,19-083,2006,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
525,506,Jamar Ricketts,us USA,"DF,MF",SJ Earthquakes,23-181,2001,4.4,5,1.13,5,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
526,507,Kalani Rienzi,us USA,"MF,DF",Seattle Sounders,22-300,2002,4.0,5,1.26,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
527,508,Rocco Ríos Novo,ar ARG,GK,Inter Miami,22-323,2002,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
528,509,Birk Risa,no NOR,DF,NYCFC,27-069,1998,4.3,3,0.70,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
529,510,Reid Roberts,us USA,DF,SJ Earthquakes,21-135,2003,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
530,511,Miles Robinson,us USA,DF,FC Cincinnati,28-040,1997,6.2,3,0.48,3,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
531,512,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,29-341,1995,6.8,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
532,513,Rodrigues,br BRA,DF,SJ Earthquakes,27-195,1997,7.3,13,1.79,9,0,1,1,2,0,2,0.27,2,0,0,0,0,0,Matches
533,514,Jonathan Rodríguez,uy URU,FW,Portland Timbers,31-291,1993,0.7,5,6.72,2,0,0,2,1,0,1,1.34,0,0,0,1,0,0,Matches
534,515,Memo Rodriguez,us USA,MF,Sporting KC,29-117,1995,2.9,11,3.76,5,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
535,516,Nicolás Rodríguez,co COL,FW,Orlando City,20-363,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
536,517,Sam Rogers,us USA,DF,Chicago Fire,25-341,1999,6.2,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
537,518,Alex Roldan,sv SLV,"MF,DF",Seattle Sounders,28-269,1996,4.7,20,4.23,17,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
538,519,Cristian Roldan,us USA,"MF,FW",Seattle Sounders,29-324,1995,8.1,26,3.21,21,0,1,1,3,0,3,0.37,3,0,0,0,0,0,Matches
539,520,Nicolás Romero,ar ARG,DF,Minnesota Utd,21-146,2003,4.8,1,0.21,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
540,521,David Romney,us USA,DF,SJ Earthquakes,31-315,1993,9.0,6,0.67,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
541,522,Connor Ronan,ie IRL,MF,Colorado Rapids,27-048,1998,0.8,1,1.22,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
542,523,Anderson Rosa,br BRA,DF,Colorado Rapids,23-161,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
543,524,Joseph Rosales,hn HON,DF,Minnesota Utd,24-168,2000,4.6,19,4.17,10,5,0,3,1,0,1,0.22,0,0,0,1,0,0,Matches
544,525,Keegan Rosenberry,us USA,DF,Colorado Rapids,31-133,1993,7.4,4,0.54,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
545,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
546,526,Daniel Rosero,co COL,DF,Sporting KC,31-199,1993,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
547,527,Diego Rossi,uy URU,"FW,MF",Columbus Crew,27-049,1998,8.9,27,3.03,15,2,5,3,2,0,1,0.11,1,0,0,0,0,0,Matches
548,528,Sigurd Rosted,no NOR,DF,Toronto FC,30-275,1994,6.5,2,0.31,1,0,0,0,1,0,1,0.15,0,0,0,0,1,0,Matches
549,529,Paul Rothrock,us USA,"MF,FW",Seattle Sounders,26-104,1999,7.6,22,2.89,16,2,2,0,2,0,1,0.13,1,0,0,0,0,0,Matches
550,530,Kye Rowles,au AUS,DF,D.C. United,26-303,1998,8.0,5,0.62,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
551,531,Diego Rubio,cl CHI,FW,Austin,31-343,1993,1.1,5,4.69,5,0,0,0,0,0,1,0.94,1,0,0,0,0,0,Matches
552,532,Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-124,1998,1.8,13,7.09,7,3,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
553,533,David Ruíz-Ochoa,hn HON,"MF,FW",Inter Miami,21-074,2004,0.8,1,1.20,0,0,0,0,1,0,1,1.20,0,0,0,0,1,0,Matches
554,534,Albert Rusnák,sk SVK,"FW,MF",Seattle Sounders,30-290,1994,6.4,39,6.10,20,14,1,3,0,1,4,0.63,3,0,1,0,0,0,Matches
555,535,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,22-222,2002,7.9,14,1.76,11,0,1,2,0,0,1,0.13,1,0,0,0,0,0,Matches
556,536,Cesar Ruvalcaba,us USA,DF,Columbus Crew,23-284,2001,1.6,4,2.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
557,537,Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-120,1997,2.8,12,4.27,7,0,1,3,0,1,2,0.71,1,0,0,1,0,0,Matches
558,538,Besard Sabovic,se SWE,MF,Austin,27-108,1998,5.8,11,1.89,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
559,539,Anisse Saidi,tn TUN,MF,San Diego FC,16-307,2008,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
560,540,Adam Saldaña,us USA,MF,LAFC,23-075,2002,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
561,541,Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,20-237,2004,7.9,8,1.01,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
562,542,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,28-278,1996,5.8,13,2.23,11,0,1,1,0,0,2,0.34,2,0,0,0,0,0,Matches
563,543,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-118,2003,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
564,544,Ilie Sánchez,es ESP,MF,Austin,34-153,1990,4.6,5,1.08,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
565,545,William Sands,us USA,DF,NE Revolution,24-291,2000,2.8,3,1.07,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
566,546,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-090,2001,8.5,24,2.83,15,7,0,2,0,0,3,0.35,2,1,0,0,0,0,Matches
567,547,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-022,2002,1.7,5,2.92,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
568,548,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,30-231,1994,3.0,15,4.96,13,0,0,0,2,0,3,0.99,3,0,0,0,0,0,Matches
569,549,Rafael Santos,br BRA,DF,Orlando City,27-077,1998,5.3,13,2.44,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
570,550,Nick Scardina,us USA,DF,Charlotte,23-305,2001,0.7,3,4.03,3,0,0,0,0,0,1,1.34,1,0,0,0,0,0,Matches
571,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
572,551,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-020,1997,7.6,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
573,552,David Schnegg,at AUT,"DF,MF",D.C. United,26-206,1998,8.9,27,3.05,21,4,1,0,1,0,3,0.34,3,0,0,0,0,0,Matches
574,553,Patrick Schulte,us USA,GK,Columbus Crew,24-041,2001,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
575,554,Dante Sealy,us USA,"FW,DF",CF Montréal,22-006,2003,5.8,16,2.76,12,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
576,555,Gabe Segal,us USA,FW,Houston Dynamo,23-341,2001,0.3,1,3.60,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
577,556,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-021,2003,4.5,20,4.47,16,2,1,0,1,0,4,0.89,3,0,1,0,0,0,Matches
578,557,Eddie Segura,co COL,DF,LAFC,28-080,1997,5.3,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
579,558,Amar Sejdic,us USA,FW,Columbus Crew,28-145,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
580,559,Brandon Servania,us USA,MF,D.C. United,26-042,1999,3.9,7,1.79,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
581,560,Jacob Shaffelburg,ca CAN,"FW,MF",Nashville SC,25-148,1999,1.3,8,6.15,5,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
582,561,Charles Sharp,us USA,FW,Toronto FC,23-304,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
583,562,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,25-345,1999,1.0,4,4.04,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
584,563,Khiry Shelton,us USA,DF,Sporting KC,31-301,1993,3.5,3,0.86,2,0,0,0,0,1,1,0.29,1,0,0,0,0,0,Matches
585,564,Jonathan Shore,us USA,"MF,DF",NYCFC,18-010,2007,5.8,10,1.73,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
586,565,Show,ao ANG,MF,FC Dallas,26-048,1999,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
587,566,Xande Silva,pt POR,FW,Atlanta Utd,28-038,1997,2.5,11,4.36,7,0,3,1,0,0,1,0.40,1,0,0,0,0,0,Matches
588,567,Jonathan Sirois,ca CAN,GK,CF Montréal,23-300,2001,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
589,568,Jack Skahan,us USA,MF,SJ Earthquakes,27-075,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
590,569,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-025,1999,7.0,9,1.29,7,0,1,1,0,0,1,0.14,1,0,0,0,0,0,Matches
591,570,Tyger Smalls,,"MF,FW",Charlotte,,,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
592,571,Alec Smir,us USA,GK,Minnesota Utd,26-010,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
593,572,Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-014,1994,1.3,2,1.57,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
594,573,Ian Smith,us USA,DF,Portland Timbers,22-281,2002,3.1,4,1.29,3,0,0,0,1,0,1,0.32,0,0,0,0,1,0,Matches
595,574,Kyle Smith,us USA,DF,Orlando City,33-104,1992,2.9,4,1.37,3,1,0,0,0,0,2,0.69,1,1,0,0,0,0,Matches
596,575,Artem Smoliakov,ua UKR,"DF,MF",LAFC,21-329,2003,2.9,4,1.37,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
597,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
598,576,Mohammed Sofo,gh GHA,FW,NY Red Bulls,20-174,2004,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
599,577,Tyrese Spicer,tt TRI,"FW,DF",Toronto FC,24-140,2000,2.8,9,3.25,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
600,578,Dayne St. Clair,ca CAN,GK,Minnesota Utd,27-349,1997,8.0,1,0.12,0,1,0,0,0,0,1,0.12,0,1,0,0,0,0,Matches
601,579,Lazar Stefanovic,ca CAN,"DF,MF",Toronto FC,18-256,2006,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
602,580,Zack Steffen,us USA,GK,Colorado Rapids,30-021,1995,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
603,581,Daniel Steres,us USA,DF,Houston Dynamo,34-163,1990,3.4,3,0.88,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
604,582,Kimani Stewart-Baynes,ca CAN,FW,Colorado Rapids,20-096,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
605,583,Jared Stroud,us USA,"FW,MF",D.C. United,28-287,1996,5.8,17,2.93,13,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
606,584,Peter Stroud,us USA,MF,NY Red Bulls,23-000,2002,6.3,11,1.76,8,0,0,2,1,0,2,0.32,2,0,0,0,0,0,Matches
607,585,Brad Stuver,us USA,GK,Austin,34-007,1991,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
608,586,Luis Suárez,uy URU,FW,Inter Miami,38-089,1987,6.7,20,2.99,20,0,0,0,0,0,6,0.90,6,0,0,0,0,0,Matches
609,587,Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-128,1999,6.8,20,2.94,14,2,0,0,4,0,5,0.74,3,0,0,0,2,0,Matches
610,588,Cavan Sullivan,us USA,"MF,FW",Philadelphia Union,15-207,2009,0.2,2,9.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
611,589,Quinn Sullivan,us USA,"MF,FW",Philadelphia Union,21-027,2004,8.3,44,5.27,33,5,2,3,0,1,6,0.72,5,0,0,1,0,0,Matches
612,590,Finn Surman,nz NZL,DF,Portland Timbers,21-212,2003,8.7,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
613,591,Sam Surridge,eng ENG,FW,Nashville SC,26-269,1998,8.9,34,3.80,21,1,3,3,5,1,5,0.56,3,0,1,1,0,0,Matches
614,592,Oleksandr Svatok,ua UKR,DF,Austin,30-208,1994,5.7,6,1.05,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
615,593,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,33-201,1991,3.8,2,0.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
616,594,Hennadii Synchuk,ua UKR,FW,CF Montréal,18-287,2006,1.3,6,4.74,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
617,595,Nkosi Tafari,us USA,DF,LAFC,28-031,1997,4.9,5,1.03,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
618,596,Zakaria Taifi,us USA,DF,Orlando City,19-204,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
619,597,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-038,1996,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
620,598,Strahinja Tanasijević,rs SRB,DF,NYCFC,27-315,1997,2.2,2,0.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
621,599,Andrew Tarbell,us USA,GK,Houston Dynamo,31-198,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
622,600,Iuri Tavares,cv CPV,"FW,MF",Charlotte,24-046,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
623,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
624,601,D.J. Taylor,us USA,DF,Minnesota Utd,27-240,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
625,602,Robert Taylor,fi FIN,"MF,FW",Inter Miami,30-184,1994,2.2,3,1.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
626,603,Carlos Terán,co COL,DF,Chicago Fire,24-211,2000,3.3,2,0.61,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
627,604,Cedric Teuchert,de GER,"FW,MF",St. Louis,28-099,1997,4.4,6,1.38,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
628,605,Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-095,2003,1.1,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
629,606,Jamal Thiaré,sn SEN,"DF,FW",Atlanta Utd,32-023,1993,0.6,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
630,607,Andrew Thomas,ru RUS,GK,Seattle Sounders,26-234,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
631,608,Erik Thommy,de GER,"FW,MF",Sporting KC,30-246,1994,5.0,12,2.39,11,0,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches
632,609,Kosi Thompson,ca CAN,DF,Toronto FC,22-086,2003,5.8,4,0.69,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
633,610,Timmy Tillman,de GER,MF,LAFC,26-109,1999,6.3,23,3.64,19,0,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
634,611,Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,31-256,1993,0.7,1,1.38,0,1,0,0,0,0,1,1.38,0,1,0,0,0,0,Matches
635,612,Nouhou Tolo,cm CMR,DF,Seattle Sounders,27-304,1997,6.7,8,1.19,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
636,613,Tomas Totland,no NOR,DF,St. Louis,26-207,1998,3.7,8,2.14,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
637,614,Mason Toye,us USA,FW,Sporting KC,26-189,1998,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
638,615,Wil Trapp,us USA,MF,Minnesota Utd,32-098,1993,7.7,10,1.31,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
639,616,Niko Tsakiris,us USA,MF,SJ Earthquakes,19-308,2005,2.5,17,6.83,12,2,1,1,0,1,2,0.80,2,0,0,0,0,0,Matches
640,617,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-042,1993,8.8,18,2.04,18,0,0,0,0,0,3,0.34,3,0,0,0,0,0,Matches
641,618,Mikael Uhre,dk DEN,FW,Philadelphia Union,30-205,1994,5.7,18,3.16,11,0,1,4,2,0,1,0.18,1,0,0,0,0,0,Matches
642,619,Cengiz Ünder,tr TUR,FW,LAFC,27-283,1997,2.9,6,2.09,3,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
643,620,Osaze Urhoghide,nl NED,DF,FC Dallas,24-293,2000,9.0,5,0.56,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
644,621,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-060,1991,3.9,10,2.55,6,0,2,1,0,1,1,0.25,1,0,0,0,0,0,Matches
645,622,Júnior Urso,br BRA,MF,Houston Dynamo,36-044,1989,2.2,1,0.45,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
646,623,Óscar Ustari,ar ARG,GK,Inter Miami,38-294,1986,5.4,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
647,624,Myrto Uzuni,al ALB,FW,Austin,29-327,1995,6.1,15,2.46,11,1,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
648,625,Onni Valakari,fi FIN,"FW,MF",San Diego FC,25-248,1999,5.8,16,2.74,12,0,0,2,2,0,4,0.69,2,0,0,1,1,0,Matches
